id,postcode,locality,state,SA2_CODE_2021,SA2_NAME_2021
19982,822,ANNIE RIVER,NT,702051067.0,Katherine
19983,822,BATHURST ISLAND,NT,702051067.0,Katherine
286,822,BEES CREEK,NT,702051067.0,Katherine
19984,822,BELYUEN,NT,702051067.0,Katherine
19985,822,BLACK JUNGLE,NT,702051067.0,Katherine
19986,822,BLACKMORE,NT,702051067.0,Katherine
287,822,BORDER STORE,NT,702051067.0,Katherine
19987,822,BURRUNDIE,NT,702051067.0,Katherine
19988,822,BYNOE,NT,702051067.0,Katherine
19989,822,BYNOE HARBOUR,NT,702051067.0,Katherine
19990,822,CAMP CREEK,NT,702051067.0,Katherine
19991,822,CHANNEL ISLAND,NT,702051067.0,Katherine
19992,822,CHARLES DARWIN,NT,702051067.0,Katherine
19993,822,CHARLOTTE,NT,702051067.0,Katherine
19994,822,CLARAVALE,NT,702051067.0,Katherine
19995,822,COBOURG,NT,702051067.0,Katherine
19996,822,COLLETT CREEK,NT,702051067.0,Katherine
19997,822,COOMALIE CREEK,NT,702051067.0,Katherine
288,822,COX PENINSULA,NT,702051067.0,Katherine
289,822,CROKER ISLAND,NT,702051067.0,Katherine
24057,822,DALY,NT,702051067.0,Katherine
290,822,DALY RIVER,NT,702051067.0,Katherine
291,822,DARWIN MC,NT,702051067.0,Katherine
19998,822,DARWIN RIVER DAM,NT,702051067.0,Katherine
19999,822,DELISSAVILLE,NT,702051067.0,Katherine
20000,822,DOUGLAS-DALY,NT,702051067.0,Katherine
20001,822,EAST ARM,NT,702051067.0,Katherine
20002,822,EAST ARNHEM,NT,702051067.0,Katherine
20003,822,ELRUNDIE,NT,702051067.0,Katherine
20004,822,EVA VALLEY,NT,702051067.0,Katherine
20005,822,FINNISS VALLEY,NT,702051067.0,Katherine
23937,822,FLEMING,NT,702051067.0,Katherine
20006,822,FLY CREEK,NT,702051067.0,Katherine
20007,822,FREDS PASS,NT,702051067.0,Katherine
20008,822,GALIWINKU,NT,702051067.0,Katherine
20009,822,GLYDE POINT,NT,702051067.0,Katherine
295,822,GOULBOURN ISLAND,NT,702051067.0,Katherine
20010,822,GOULBURN ISLAND,NT,702051067.0,Katherine
20011,822,GUNBALANYA,NT,702051067.0,Katherine
296,822,GUNN POINT,NT,702051067.0,Katherine
297,822,HAYES CREEK,NT,702051067.0,Katherine
20012,822,HIDDEN VALLEY,NT,702051067.0,Katherine
20013,822,HOTHAM,NT,702051067.0,Katherine
20014,822,HUGHES,NT,702051067.0,Katherine
20015,822,KAKADU,NT,702051067.0,Katherine
20016,822,KOOLPINYAH,NT,702051067.0,Katherine
20017,822,LAKE BENNETT,NT,702051067.0,Katherine
299,822,LAMBELLS LAGOON,NT,702051067.0,Katherine
20018,822,LITCHFIELD PARK,NT,702051067.0,Katherine
300,822,LIVINGSTONE,NT,702051067.0,Katherine
20019,822,LLOYD CREEK,NT,702051067.0,Katherine
20020,822,MANDORAH,NT,702051067.0,Katherine
301,822,MANINGRIDA,NT,702051067.0,Katherine
24058,822,MAPURU,NT,702051067.0,Katherine
20021,822,MARANUNGA,NT,702051067.0,Katherine
20022,822,MARGARET RIVER,NT,702051067.0,Katherine
24059,822,MARRAKAI,NT,702051067.0,Katherine
302,822,MCMINNS LAGOON,NT,702051067.0,Katherine
24133,822,MICKET CREEK,NT,702051067.0,Katherine
20023,822,MICKETT CREEK,NT,702051067.0,Katherine
303,822,MIDDLE POINT,NT,702051067.0,Katherine
24060,822,MILIKAPITI,NT,702051067.0,Katherine
20024,822,MILINGIMBI,NT,702051067.0,Katherine
305,822,MILLWOOD,NT,702051067.0,Katherine
20025,822,MILYAKBURRA,NT,702051067.0,Katherine
20026,822,MINJILANG,NT,702051067.0,Katherine
20027,822,MOUNT BUNDEY,NT,702051067.0,Katherine
20028,822,MURRUMUJUK,NT,702051067.0,Katherine
20029,822,NAUIYU,NT,702051067.0,Katherine
20030,822,NEMARLUK,NT,702051067.0,Katherine
20031,822,NGANMARRIYANGA,NT,702051067.0,Katherine
307,822,NGUIU,NT,702051067.0,Katherine
20032,822,NUMBULWAR,NT,702051067.0,Katherine
20033,822,NUMBURINDI,NT,702051067.0,Katherine
308,822,OENPELLI,NT,702051067.0,Katherine
20034,822,PEPPIMENARTI,NT,702051067.0,Katherine
20035,822,PIRLANGIMPI,NT,702051067.0,Katherine
309,822,POINT STEPHENS,NT,702051067.0,Katherine
20036,822,POINT STUART,NT,702051067.0,Katherine
310,822,PULARUMPI,NT,702051067.0,Katherine
311,822,PULUMPA,NT,702051067.0,Katherine
20037,822,RAKULA,NT,702051067.0,Katherine
20038,822,RAMINGINING,NT,702051067.0,Katherine
20039,822,ROBIN FALLS,NT,702051067.0,Katherine
20040,822,RUM JUNGLE,NT,702051067.0,Katherine
20041,822,SANDPALMS ROADHOUSE,NT,702051067.0,Katherine
313,822,SOUTHPORT,NT,702051067.0,Katherine
20042,822,STAPLETON,NT,702051067.0,Katherine
20043,822,THAMARRURR,NT,702051067.0,Katherine
20044,822,TIPPERARY,NT,702051067.0,Katherine
20045,822,TIVENDALE,NT,702051067.0,Katherine
20046,822,TIWI ISLANDS,NT,702051067.0,Katherine
20047,822,TORTILLA FLATS,NT,702051067.0,Katherine
20048,822,TUMBLING WATERS,NT,702051067.0,Katherine
315,822,UMBAKUMBA,NT,702051067.0,Katherine
20049,822,VERNON ISLANDS,NT,702051067.0,Katherine
316,822,VIRGINIA,NT,702051067.0,Katherine
317,822,WADEYE,NT,702051067.0,Katherine
318,822,WAGAIT BEACH,NT,702051067.0,Katherine
20050,822,WAK WAK,NT,702051067.0,Katherine
20051,822,WARRUWI,NT,702051067.0,Katherine
319,822,WEDDELL,NT,702051067.0,Katherine
20052,822,WEST ARNHEM,NT,702051067.0,Katherine
20053,822,WICKHAM,NT,702051067.0,Katherine
320,822,WINNELLIE,NT,702051067.0,Katherine
20054,822,WISHART,NT,702051067.0,Katherine
321,822,WOOLANING,NT,702051067.0,Katherine
20055,822,WURRUMIYANGA,NT,702051067.0,Katherine
322,828,BERRIMAH,NT,701021012.0,Berrimah
323,828,KNUCKEY LAGOON,NT,701021012.0,Berrimah
24048,829,HOLTZE,NT,701041038.0,Durack - Marlow Lagoon
20056,829,PINELANDS,NT,701041038.0,Durack - Marlow Lagoon
20057,830,ARCHER,NT,701041044.0,Woodroffe
326,830,DRIVER,NT,701041044.0,Woodroffe
327,830,DURACK,NT,701041044.0,Woodroffe
328,830,FARRAR,NT,701041044.0,Woodroffe
329,830,GRAY,NT,701041044.0,Woodroffe
330,830,MARLOW LAGOON,NT,701041044.0,Woodroffe
331,830,MOULDEN,NT,701041044.0,Woodroffe
332,830,PALMERSTON,NT,701041044.0,Woodroffe
333,830,SHOAL BAY,NT,701041044.0,Woodroffe
334,830,WOODROFFE,NT,701041044.0,Woodroffe
335,830,YARRAWONGA,NT,701041044.0,Woodroffe
336,831,PALMERSTON,NT,NA,NA
20058,832,BAKEWELL,NT,701041043.0,Rosebery - Bellamack
20059,832,BELLAMACK,NT,701041043.0,Rosebery - Bellamack
339,832,GUNN,NT,701041043.0,Rosebery - Bellamack
20060,832,JOHNSTON,NT,701041043.0,Rosebery - Bellamack
340,832,MITCHELL,NT,701041043.0,Rosebery - Bellamack
341,832,ROSEBERY,NT,701041043.0,Rosebery - Bellamack
342,832,ROSEBERY HEIGHTS,NT,701041043.0,Rosebery - Bellamack
20061,832,ZUCCOLI,NT,701041043.0,Rosebery - Bellamack
20062,834,VIRGINIA,NT,701031034.0,Virginia
21821,835,Coolalinga,NT,701031034.0,Virginia
343,835,HOWARD SPRINGS,NT,701031034.0,Virginia
344,835,VIRGINIA,NT,701031034.0,Virginia
24061,836,GIRRAWEEN,NT,701031032.0,Humpty Doo
345,836,HERBERT,NT,701031032.0,Humpty Doo
20063,836,HUMPTY DOO,NT,701031032.0,Humpty Doo
347,837,MANTON,NT,701031035.0,Weddell
20064,837,NOONAMAH,NT,701031035.0,Weddell
349,838,BERRY SPRINGS,NT,701031035.0,Weddell
20065,839,COOLALINGA,NT,701031034.0,Virginia
350,840,DUNDEE BEACH,NT,702031057.0,Alligator
351,840,DUNDEE DOWNS,NT,702031057.0,Alligator
352,840,DUNDEE FOREST,NT,702031057.0,Alligator
353,841,DARWIN RIVER,NT,701031035.0,Weddell
354,845,BATCHELOR,NT,702031057.0,Alligator
355,846,ADELAIDE RIVER,NT,702031057.0,Alligator
356,847,PINE CREEK,NT,702031058.0,Daly
20066,850,COSSACK,NT,702051067.0,Katherine
20067,850,EMUNGALAN,NT,702051067.0,Katherine
357,850,KATHERINE,NT,702051067.0,Katherine
20068,850,KATHERINE EAST,NT,702051067.0,Katherine
20069,850,KATHERINE SOUTH,NT,702051067.0,Katherine
20070,850,LANSDOWNE,NT,702051067.0,Katherine
358,851,KATHERINE,NT,NA,NA
20071,852,ARNOLD,NT,702051068.0,Victoria River
20072,852,BAINES,NT,702051068.0,Victoria River
20073,852,BARUNGA,NT,702051068.0,Victoria River
360,852,BESWICK,NT,702051068.0,Victoria River
20074,852,BESWICK CREEK,NT,702051068.0,Victoria River
20075,852,BINJARI,NT,702051068.0,Victoria River
20076,852,BIRDUM,NT,702051068.0,Victoria River
20077,852,BRADSHAW,NT,702051068.0,Victoria River
20078,852,BUCHANAN,NT,702051068.0,Victoria River
20079,852,BULMAN WEEMOL,NT,702051068.0,Victoria River
20080,852,CRESWELL,NT,702051068.0,Victoria River
20081,852,DAGURAGU,NT,702051068.0,Victoria River
361,852,DALY WATERS,NT,702051068.0,Victoria River
20082,852,DELAMERE,NT,702051068.0,Victoria River
362,852,DUNMARRA,NT,702051068.0,Victoria River
20083,852,EDITH,NT,702051068.0,Victoria River
363,852,EDITH RIVER,NT,702051068.0,Victoria River
20084,852,ELSEY,NT,702051068.0,Victoria River
364,852,ELSEY STATION,NT,702051068.0,Victoria River
20085,852,FLORINA,NT,702051068.0,Victoria River
20086,852,FLYING FOX,NT,702051068.0,Victoria River
20087,852,GREGORY,NT,702051068.0,Victoria River
20088,852,GULUNG MARDRULK,NT,702051068.0,Victoria River
20089,852,GURINDJI,NT,702051068.0,Victoria River
22843,852,HELEN SPRINGS STATION,NT,702051068.0,Victoria River
20090,852,JILKMINGGAN,NT,702051068.0,Victoria River
20091,852,KALKARINDJI,NT,702051068.0,Victoria River
365,852,KALKARINGI,NT,702051068.0,Victoria River
366,852,KATHERINE,NT,702051068.0,Victoria River
367,852,LAJAMANU,NT,702051068.0,Victoria River
368,852,LARRIMAH,NT,702051068.0,Victoria River
20092,852,LIMMEN,NT,702051068.0,Victoria River
369,852,MANBULLOO,NT,702051068.0,Victoria River
20093,852,MARANBOY,NT,702051068.0,Victoria River
20094,852,MATARANKA,NT,702051068.0,Victoria River
20095,852,MCARTHUR,NT,702051068.0,Victoria River
20096,852,MINIYERI,NT,702051068.0,Victoria River
24134,852,MINIYERRI,NT,702051068.0,Victoria River
20097,852,NGUKURR,NT,702051068.0,Victoria River
20098,852,NITMILUK,NT,702051068.0,Victoria River
373,852,NUMBULWAR,NT,702051068.0,Victoria River
24062,852,NUTWOOD DOWNS,NT,702051068.0,Victoria River
20099,852,PELLEW ISLANDS,NT,702051068.0,Victoria River
20100,852,PIGEON HOLE,NT,702051068.0,Victoria River
20101,852,ROBINSON RIVER,NT,702051068.0,Victoria River
20102,852,STURT PLATEAU,NT,702051068.0,Victoria River
20103,852,TANAMI EAST,NT,702051068.0,Victoria River
20104,852,TIMBER CREEK,NT,702051068.0,Victoria River
20105,852,TOP SPRINGS,NT,702051068.0,Victoria River
20106,852,URALLA,NT,702051068.0,Victoria River
20107,852,VENN,NT,702051068.0,Victoria River
20108,852,VICTORIA RIVER,NT,702051068.0,Victoria River
375,852,VICTORIA RIVER DOWNS,NT,702051068.0,Victoria River
20109,852,WARUMUNGU,NT,702051068.0,Victoria River
376,852,WAVE HILL,NT,702051068.0,Victoria River
20110,852,WILTON,NT,702051068.0,Victoria River
20111,852,YARRALIN,NT,702051068.0,Victoria River
20112,853,TINDAL,NT,702051067.0,Katherine
377,853,TINDAL RAAF,NT,702051067.0,Katherine
378,854,BORROLOOLA,NT,702051066.0,Gulf
20113,854,KING ASH BAY,NT,702051066.0,Gulf
380,860,TENNANT CREEK,NT,702021056.0,Tennant Creek
381,861,BRUNCHILLY,NT,NA,NA
382,861,TENNANT CREEK,NT,NA,NA
383,862,AVON DOWNS,NT,702051066.0,Gulf
20114,862,CALVERT,NT,702051066.0,Gulf
384,862,CRESSWELL DOWNS,NT,702051066.0,Gulf
385,862,ELLIOTT,NT,702051066.0,Gulf
386,862,HELEN SPRINGS,NT,702051066.0,Gulf
387,862,MUCKATY STATION,NT,702051066.0,Gulf
388,862,NEWCASTLE WATERS,NT,702051066.0,Gulf
20115,862,NICHOLSON,NT,702051066.0,Gulf
20116,862,PAMAYU,NT,702051066.0,Gulf
389,862,PHILLIP CREEK STATION,NT,702051066.0,Gulf
390,862,RENNER SPRINGS,NT,702051066.0,Gulf
20117,862,TABLELANDS,NT,702051066.0,Gulf
391,862,TENNANT CREEK,NT,702051066.0,Gulf
392,862,THREE WAYS,NT,702051066.0,Gulf
393,862,WARREGO,NT,702051066.0,Gulf
394,862,WOLLOGORANG STATION,NT,702051066.0,Gulf
395,862,WYCLIFFE WELL,NT,702051066.0,Gulf
396,870,ALICE SPRINGS,NT,702011051.0,Ross
20118,870,ARALUEN,NT,702011051.0,Ross
20119,870,BRAITLING,NT,702011051.0,Ross
20120,870,CICCONE,NT,702011051.0,Ross
20121,870,DESERT SPRINGS,NT,702011051.0,Ross
20122,870,EAST SIDE,NT,702011051.0,Ross
20123,870,GILLEN,NT,702011051.0,Ross
20124,870,SADADEEN,NT,702011051.0,Ross
20125,870,STUART,NT,702011051.0,Ross
20126,870,THE GAP,NT,702011051.0,Ross
20127,870,WHITE GUMS,NT,702011051.0,Ross
397,871,ALICE SPRINGS,NT,NA,NA
398,872,AHERRENGE,NT,702021055.0,Barkly
399,872,ALI CURUNG,NT,702021055.0,Barkly
400,872,ALICE SPRINGS,NT,702021055.0,Barkly
401,872,AMATA,NT,702021055.0,Barkly
402,872,AMOONGUNA,NT,702021055.0,Barkly
20128,872,AMPILATWATJA,NT,702021055.0,Barkly
20129,872,ANANGU PITJANTJATJARA YANKUNYTJATJARA,NT,702021055.0,Barkly
20130,872,ANATYE,NT,702021055.0,Barkly
20131,872,ANMATJERE,NT,702021055.0,Barkly
403,872,ANTEWENEGERRDE,NT,702021055.0,Barkly
404,872,AREYONGA,NT,702021055.0,Barkly
20132,872,ATITJERE,NT,702021055.0,Barkly
20133,872,AYERS RANGE SOUTH,SA,702021055.0,Barkly
406,872,AYERS ROCK,NT,702021055.0,Barkly
20134,872,BARROW CREEK,NT,702021055.0,Barkly
20135,872,BURT PLAIN,NT,702021055.0,Barkly
20136,872,CANTEEN CREEK,NT,702021055.0,Barkly
20137,872,CHILLA WELL,NT,702021055.0,Barkly
20138,872,COSTELLO,NT,702021055.0,Barkly
20139,872,DAVENPORT,NT,702021055.0,Barkly
20140,872,DE ROSE HILL,SA,702021055.0,Barkly
409,872,DOCKER RIVER,NT,702021055.0,Barkly
20141,872,ENGAWALA,NT,702021055.0,Barkly
410,872,ERLDUNDA,NT,702021055.0,Barkly
411,872,ERNABELLA,SA,702021055.0,Barkly
22838,872,ERNABELLA (PUKATJA),SA,702021055.0,Barkly
412,872,FINKE,NT,702021055.0,Barkly
413,872,FREGON,SA,702021055.0,Barkly
20142,872,GHAN,NT,702021055.0,Barkly
414,872,GIBSON DESERT NORTH,WA,702021055.0,Barkly
20143,872,GIBSON DESERT SOUTH,WA,702021055.0,Barkly
416,872,HAASTS BLUFF,NT,702021055.0,Barkly
20144,872,HALE,NT,702021055.0,Barkly
20145,872,HART,NT,702021055.0,Barkly
20146,872,HART RANGE,NT,702021055.0,Barkly
20147,872,HERMANNSBURG,NT,702021055.0,Barkly
20148,872,HUGH,NT,702021055.0,Barkly
418,872,IMAMPA,NT,702021055.0,Barkly
20149,872,IMANPA,NT,702021055.0,Barkly
419,872,INDULKANA,SA,702021055.0,Barkly
22844,872,INDULKANA (IWANTJA),SA,702021055.0,Barkly
20150,872,ININTI STORE,NT,702021055.0,Barkly
24063,872,IRRUNYTJU,WA,702021055.0,Barkly
20151,872,IWANTJA,SA,702021055.0,Barkly
420,872,JAY CREEK,NT,702021055.0,Barkly
20152,872,KALKA,SA,702021055.0,Barkly
20153,872,KALTJITI,SA,702021055.0,Barkly
20154,872,KALTUKATJARA,NT,702021055.0,Barkly
24064,872,KANPA,WA,702021055.0,Barkly
20155,872,KANPI,SA,702021055.0,Barkly
23966,872,KINGS CREEK STATION,NT,702021055.0,Barkly
422,872,KINTORE,NT,702021055.0,Barkly
20156,872,KIWIRRKURRA,WA,702021055.0,Barkly
20157,872,KULGERA,NT,702021055.0,Barkly
20158,872,KUNPARRKA,NT,702021055.0,Barkly
20159,872,LAKE MACKAY,NT,702021055.0,Barkly
20160,872,LAMBINA,SA,702021055.0,Barkly
20161,872,LARAMBA,NT,702021055.0,Barkly
23973,872,MACDONNELL RANGE,NT,702021055.0,Barkly
24065,872,MANTAMARU,WA,702021055.0,Barkly
20162,872,MEREENIE,NT,702021055.0,Barkly
20163,872,MIMILI,SA,702021055.0,Barkly
20164,872,MOUNT LIEBIG,NT,702021055.0,Barkly
20165,872,MOUNT ZEIL,NT,702021055.0,Barkly
427,872,MULGA BORE,NT,702021055.0,Barkly
20166,872,MURPUTJA,SA,702021055.0,Barkly
428,872,MURPUTJA HOMELANDS,NT,702021055.0,Barkly
20167,872,MUTITJULU,NT,702021055.0,Barkly
20168,872,NAMATJIRA,NT,702021055.0,Barkly
24066,872,NAPPERBY STATION,NT,702021055.0,Barkly
20169,872,NGAANYATJARRA-GILES,WA,702021055.0,Barkly
20170,872,NYAPARI,SA,702021055.0,Barkly
20171,872,NYIRRIPI,NT,702021055.0,Barkly
24067,872,PAPULANKUTJA,WA,702021055.0,Barkly
20172,872,PAPUNYA,NT,702021055.0,Barkly
20173,872,PATJARR,WA,702021055.0,Barkly
20174,872,PETERMANN,NT,702021055.0,Barkly
20175,872,PIPALYATJARA,SA,702021055.0,Barkly
433,872,PITJANTJATJARA HOMELANDS,NT,702021055.0,Barkly
20176,872,PUKATJA,SA,702021055.0,Barkly
20177,872,SANDOVER,NT,702021055.0,Barkly
434,872,SANTA TERESA,NT,702021055.0,Barkly
20178,872,SIMPSON,NT,702021055.0,Barkly
20179,872,TANAMI,NT,702021055.0,Barkly
20180,872,TARA,NT,702021055.0,Barkly
24029,872,TELEGRAPH STATION,NT,702021055.0,Barkly
435,872,THANGKENHARENGE,NT,702021055.0,Barkly
436,872,TI TREE,NT,702021055.0,Barkly
20181,872,TIEYON,SA,702021055.0,Barkly
20182,872,TITJIKALA,NT,702021055.0,Barkly
20183,872,TJIRRKARLI,WA,702021055.0,Barkly
20184,872,TJUKURLA,WA,702021055.0,Barkly
439,872,ULURU,NT,702021055.0,Barkly
440,872,UMPANGARA,NT,702021055.0,Barkly
20185,872,UMUWA,SA,702021055.0,Barkly
441,872,URAPUNTJA,NT,702021055.0,Barkly
20186,872,WALLACE ROCKHOLE,NT,702021055.0,Barkly
443,872,WANARN,NT,702021055.0,Barkly
444,872,WARAKURNA,WA,702021055.0,Barkly
20187,872,WATARRU,SA,702021055.0,Barkly
20188,872,WATINUMA,SA,702021055.0,Barkly
445,872,WILLOWRA,NT,702021055.0,Barkly
20189,872,WILORA,NT,702021055.0,Barkly
20190,872,WINGELLINA,WA,702021055.0,Barkly
20191,872,WUTUNUGURRA,NT,702021055.0,Barkly
448,872,YUELAMU,NT,702021055.0,Barkly
449,872,YUENDUMU,NT,702021055.0,Barkly
450,872,YULARA,NT,702021055.0,Barkly
20192,872,YUNYARINYI,SA,702021055.0,Barkly
20193,873,AMOONGUNA,NT,702011052.0,Sandover - Plenty
20194,873,ARUMBERA,NT,702011052.0,Sandover - Plenty
20195,873,CONNELLAN,NT,702011052.0,Sandover - Plenty
24068,873,HEAVITREE GAP CPA,NT,702011052.0,Sandover - Plenty
20196,873,ILPARPA,NT,702011052.0,Sandover - Plenty
20197,873,KILGARIFF,NT,702011052.0,Sandover - Plenty
20198,873,ROSS,NT,702011052.0,Sandover - Plenty
20199,874,IRLPME,NT,702011049.0,Mount Johns
20200,874,MOUNT JOHNS,NT,702011049.0,Mount Johns
20201,874,UNDOOLYA,NT,702011049.0,Mount Johns
20202,875,FLYNN,NT,702011048.0,Larapinta
20203,875,LARAPINTA,NT,702011048.0,Larapinta
20204,880,GAPUWIYAK,NT,702041064.0,Nhulunbuy
452,880,GOVE,NT,702041064.0,Nhulunbuy
20205,880,GUNYANGARA,NT,702041064.0,Nhulunbuy
453,880,NHULUNBUY,NT,702041064.0,Nhulunbuy
20206,880,YIRRKALA,NT,702041064.0,Nhulunbuy
455,881,NHULUNBUY,NT,NA,NA
20207,885,ALYANGULA,NT,702041062.0,Anindilyakwa
457,886,JABIRU,NT,702031057.0,Alligator
1,906,WINNELLIE,NT,NA,NA
2,907,WINNELLIE,NT,NA,NA
3,909,CHARLES DARWIN UNIVERSITY,NT,NA,NA
23913,909,UNIVERSITY,NT,NA,NA
458,1001,SYDNEY,NSW,NA,NA
459,1002,SYDNEY,NSW,NA,NA
460,1003,SYDNEY,NSW,NA,NA
461,1004,SYDNEY,NSW,NA,NA
462,1005,SYDNEY,NSW,NA,NA
463,1006,SYDNEY,NSW,NA,NA
464,1007,SYDNEY,NSW,NA,NA
465,1008,SYDNEY,NSW,NA,NA
466,1009,SYDNEY,NSW,NA,NA
467,1010,SYDNEY,NSW,NA,NA
468,1020,SYDNEY,NSW,NA,NA
469,1021,SYDNEY,NSW,NA,NA
470,1022,SYDNEY,NSW,NA,NA
471,1023,SYDNEY,NSW,NA,NA
472,1025,SYDNEY,NSW,NA,NA
473,1026,SYDNEY,NSW,NA,NA
474,1027,SYDNEY,NSW,NA,NA
475,1028,SYDNEY,NSW,NA,NA
476,1029,SYDNEY,NSW,NA,NA
477,1030,SYDNEY,NSW,NA,NA
478,1031,SYDNEY,NSW,NA,NA
479,1032,SYDNEY,NSW,NA,NA
480,1033,SYDNEY,NSW,NA,NA
481,1034,SYDNEY,NSW,NA,NA
482,1035,SYDNEY,NSW,NA,NA
483,1036,SYDNEY,NSW,NA,NA
484,1037,SYDNEY,NSW,NA,NA
485,1038,SYDNEY,NSW,NA,NA
486,1039,SYDNEY,NSW,NA,NA
487,1040,SYDNEY,NSW,NA,NA
488,1041,SYDNEY,NSW,NA,NA
489,1042,SYDNEY,NSW,NA,NA
490,1043,SYDNEY,NSW,NA,NA
491,1044,SYDNEY,NSW,NA,NA
492,1045,SYDNEY,NSW,NA,NA
493,1046,SYDNEY,NSW,NA,NA
494,1100,SYDNEY,NSW,NA,NA
495,1101,SYDNEY,NSW,NA,NA
496,1105,SYDNEY,NSW,NA,NA
497,1106,SYDNEY,NSW,NA,NA
498,1107,SYDNEY,NSW,NA,NA
499,1108,SYDNEY,NSW,NA,NA
500,1109,SYDNEY,NSW,NA,NA
501,1110,SYDNEY,NSW,NA,NA
502,1112,SYDNEY,NSW,NA,NA
503,1113,SYDNEY,NSW,NA,NA
504,1114,SYDNEY,NSW,NA,NA
505,1115,SYDNEY,NSW,NA,NA
506,1116,SYDNEY,NSW,NA,NA
507,1117,SYDNEY,NSW,NA,NA
508,1118,SYDNEY,NSW,NA,NA
509,1119,SYDNEY,NSW,NA,NA
510,1120,SYDNEY,NSW,NA,NA
511,1121,SYDNEY,NSW,NA,NA
512,1122,SYDNEY,NSW,NA,NA
513,1123,SYDNEY,NSW,NA,NA
514,1124,SYDNEY,NSW,NA,NA
515,1125,SYDNEY,NSW,NA,NA
516,1126,SYDNEY,NSW,NA,NA
517,1127,SYDNEY,NSW,NA,NA
518,1128,SYDNEY,NSW,NA,NA
519,1129,SYDNEY,NSW,NA,NA
520,1130,SYDNEY,NSW,NA,NA
521,1131,SYDNEY,NSW,NA,NA
522,1132,SYDNEY,NSW,NA,NA
523,1133,SYDNEY,NSW,NA,NA
524,1134,SYDNEY,NSW,NA,NA
525,1135,SYDNEY,NSW,NA,NA
526,1136,SYDNEY,NSW,NA,NA
527,1137,SYDNEY,NSW,NA,NA
528,1138,SYDNEY,NSW,NA,NA
529,1139,SYDNEY,NSW,NA,NA
530,1140,SYDNEY,NSW,NA,NA
531,1141,SYDNEY,NSW,NA,NA
